"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP","HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP","HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP","120/8349","152/21728",1.59996351704666e-24,1.25886984551396e-22,5.21849275277766e-23,"54443/29781/3149/54908/5888/5610/55388/64710/4734/9319/2023/29089/79960/3835/5933/10403/7514/8438/6790/16/24137/8318/23468/1033/5106/5422/2935/50804/55011/898/3978/10951/5985/83461/7272/2030/10112/10051/3280/1894/1058/991/3925/4751/3416/3070/91687/7112/23397/11113/1031/10376/55355/1164/1026/9787/79733/55320/151648/1786/7153/10267/6117/4678/5983/891/3939/10592/10541/9493/1763/1062/675/8125/10733/11004/81611/890/113130/54801/2934/4288/3619/51582/9133/995/8208/29/29127/57650/820/3148/9833/5702/63901/9768/6240/7083/2237/699/983/10243/6241/5499/1163/11065/9793/2314/80169/9212/79077/3838/10383/3014/203068/3064/11169/6643/3833/10381",120
"CROONQUIST_NRAS_SIGNALING_DN","CROONQUIST_NRAS_SIGNALING_DN","CROONQUIST_NRAS_SIGNALING_DN","67/8349","70/21728",1.66158094438253e-24,1.28867470672183e-22,5.34204520163888e-23,"5424/22904/9319/4171/10615/3835/10403/6790/22974/990/1033/1983/9837/4605/11339/4173/5889/2305/4172/10902/10051/1058/2582/991/3925/23397/11130/6491/1434/745/2770/1854/7153/6627/5111/4678/5983/891/10592/3159/3832/10733/11004/890/4288/1111/57405/5352/701/9133/995/3148/9232/4176/9768/5347/10036/7083/983/1163/11065/9212/9582/10293/11200/11156/3014",67
"FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN","FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN","FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN","142/8349","190/21728",1.85061740433732e-24,1.41507068847145e-22,5.86600446326641e-23,"7035/9918/54443/672/10460/55635/10721/259266/2263/55771/3161/54820/51512/10615/29089/3835/10403/6790/22974/332/24137/26227/8318/79019/1033/9837/4605/22995/5054/2305/10635/8914/83461/26271/7272/10112/4001/10051/1058/2335/991/4751/1063/9928/91687/23397/81930/11130/64105/55355/1164/9787/90417/79733/54478/55320/151648/3949/7153/8900/891/84722/2012/55143/301/10024/9700/26586/83990/9493/3832/1062/283431/675/55215/10733/11004/83540/81611/51514/11221/2177/113130/54892/4288/79980/79682/57405/220134/701/9133/29127/205/6565/57650/151246/56992/25886/3148/4085/9232/2669/9833/221150/374868/63901/5347/7083/55872/150468/699/983/79801/157570/4163/6241/1163/9156/11065/84617/414149/143888/9212/3838/10293/11200/128239/9735/157313/55010/146909/653820/347/729533/7516/641/51170/9824/3151/286827/728833/3833",142
"TIEN_INTESTINE_PROBIOTICS_24HR_DN","TIEN_INTESTINE_PROBIOTICS_24HR_DN","TIEN_INTESTINE_PROBIOTICS_24HR_DN","156/8349","215/21728",2.05062921469101e-24,1.54623138979965e-22,6.40971529387337e-23,"10048/2730/6301/3309/9709/55761/1975/9950/23471/7030/4925/55062/26986/6400/54431/10959/23645/2512/6175/16/23231/990/51100/6122/5106/57761/182/9663/51566/22862/688/5862/10397/665/6223/10945/2887/2617/10551/219699/1182/3312/7422/3313/23197/1452/10342/54800/79083/1386/127544/9181/50999/2805/10808/27230/64786/9208/7408/5605/79939/23753/4189/6303/9518/6535/1984/7178/694/51014/26136/10010/27090/6194/83729/10150/7453/9245/55784/6187/6205/23521/10130/7873/6189/64777/10957/6134/8501/6188/10525/27250/7316/375056/6782/9601/1915/23522/2909/8878/1999/6286/6208/10466/4783/9702/55323/25820/7184/5479/2923/79170/6137/10263/2495/6520/54541/378/8427/6201/5621/1051/2745/11163/6124/55254/6232/811/1728/7267/64746/71/5034/6228/7328/4673/1645/6917/4077/3005/1604/2050/3914/11152/6168/6136/57016/10905/6147/2673/7296/11153/9867/50854/6171/6222",156
"WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP","WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP","WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP","186/8349","270/21728",2.0878329369436e-24,1.55271849515984e-22,6.43660680488165e-23,"55971/55001/414/9961/53832/211/81037/57475/51602/30/2065/3993/11343/60/9618/56889/2222/3320/5205/966/2122/5550/2767/6732/2872/11252/23170/23613/81502/688/79152/79838/5862/7264/55111/2109/27106/83451/56913/10551/573/91452/8714/51809/595/54682/56994/2444/79669/1981/2591/79083/27013/3069/5768/3065/2582/23443/4072/5357/8743/55715/79144/23550/6238/58495/6597/7277/5447/4357/10452/51690/92359/9026/11046/5119/2330/54862/22903/7178/26298/3300/84804/11014/28969/58489/7295/81873/63027/8870/79720/55466/10066/3613/11322/79180/481/10899/8893/4651/10788/55814/10318/6768/153562/23576/55286/1622/127281/50848/203260/79081/55450/130367/1999/57406/3248/94234/158158/123036/201161/23582/2801/7171/148170/79155/92305/10960/11214/124583/51523/84331/55191/155465/10276/26996/84833/1488/9092/2810/84002/54621/64787/6888/79874/8225/727957/286077/64928/1728/126003/55526/91304/161291/25825/22906/79098/4070/10519/51065/283991/80233/401546/27341/3146/8644/1510/2050/4646/55684/92714/23507/373156/81031/6277/2673/83699/7150/64423/339229/790955/5699/414919/10809/8693/100133941",186
"GRUETZMANN_PANCREATIC_CANCER_UP","GRUETZMANN_PANCREATIC_CANCER_UP","GRUETZMANN_PANCREATIC_CANCER_UP","232/8349","359/21728",4.26771672746129e-24,3.13100460991721e-22,1.29792010857927e-22,"8837/3052/3675/928/2534/5329/330/9168/159/4134/4052/5954/6307/3909/5610/65125/2817/5315/1659/865/483/537/2023/6717/8672/5909/8527/3566/6626/9689/3693/7514/334/3301/5742/3710/11332/4713/2687/7078/4627/5836/5706/5641/9766/10484/4318/5834/23613/994/9777/9097/10627/2000/5230/688/143/8848/2294/1445/5862/10397/7991/1155/2109/858/857/5054/5216/9267/1277/23531/5376/230/374/4256/5869/4172/10007/1452/7474/22916/90/5136/2335/6772/3488/6382/8942/7341/9181/1647/6513/3925/1063/7128/1743/8165/7852/10124/5328/5552/5033/1164/6590/1434/79143/9322/9572/5782/7533/684/7837/1786/9590/5119/7153/3691/2319/4628/272/4017/1022/3939/9315/301/10200/3775/1660/3936/10010/3557/9314/6653/23650/102/1847/5530/1848/8826/396/3607/6647/8543/1382/6004/1893/5899/890/10146/7357/2040/2746/4288/871/2059/3628/5352/3192/4681/3898/9619/7033/7031/1476/3689/6464/4356/7805/2634/6282/2199/5984/6286/3148/308/3248/3673/2171/7534/2669/9897/6990/9833/2200/717/9768/4088/5245/10653/6890/11031/8754/3667/23204/1503/5621/3669/1163/9610/11065/2810/391/2885/5339/6415/5062/10581/1806/203068/1604/60312/2760/961/837/5265/6281/439/7296/4860/2710/7150/2664/54458/7247/7416/1192/2013/57000/23191/8396/5691",232
"MASSARWEH_TAMOXIFEN_RESISTANCE_DN","MASSARWEH_TAMOXIFEN_RESISTANCE_DN","MASSARWEH_TAMOXIFEN_RESISTANCE_DN","178/8349","257/21728",7.79920254255658e-24,5.64558274713862e-22,2.3403080752261e-22,"60481/960/56474/493/51015/6857/23250/9886/771/6717/5241/22996/7022/9727/55573/2099/23468/2289/80339/161394/80336/94121/143/23678/9466/7138/644/1955/22949/9124/26001/1949/374/1363/4256/2444/221662/8936/55374/900/4001/5618/7903/200576/3241/55686/4602/2309/84612/6659/4502/30833/79143/53834/23030/3092/79651/57688/10439/283120/1289/9467/7153/8900/90627/9215/90956/891/89796/85004/6658/55250/9315/5570/347733/56649/2644/26509/80144/347902/3480/25800/5366/3487/1952/55061/6278/55224/151126/5793/26018/5295/171019/91272/7162/79624/3547/158763/55638/3176/27250/11098/341640/9231/2674/23576/252969/7071/1836/7074/118980/8321/203328/84187/1844/6781/64699/115/3760/25976/323/3248/4886/22836/10395/2852/221656/138065/170689/1381/4665/55806/11031/255743/54910/3667/196410/1826/596/794/150678/3054/91683/285489/84617/79191/10949/22882/1960/223082/8204/25987/23705/18/8624/64061/116447/155435/4603/51082/6256/7003/79875/1287/5104/9687/309/6584/54898/65986/1874/55672/3995/100506599/400793/344595/1523/157285",178
"AMIT_EGF_RESPONSE_480_HELA","AMIT_EGF_RESPONSE_480_HELA","AMIT_EGF_RESPONSE_480_HELA","126/8349","164/21728",1.00700954449394e-23,7.19349318033894e-22,2.98197563175629e-22,"80256/51330/5329/2067/9052/57476/960/5606/7204/9454/23593/23223/87/5817/8301/9618/56949/4791/2260/22839/3693/2683/3655/55573/9552/5742/55357/3589/3710/4650/5905/23370/55702/5054/10539/10105/81619/10938/595/4055/4739/896/1839/22993/3241/9181/1846/10174/5328/56937/4502/79144/7408/6238/56926/3872/9513/58986/157922/1729/84951/9201/9645/1912/5270/1025/7280/3159/8412/347902/396/4152/3487/79180/83442/7851/9180/27242/7162/1956/51312/871/3628/678/9425/389/6781/7791/4061/3678/8613/10611/1849/3673/1613/1499/4071/50515/3669/1798/5970/11163/6573/10276/2810/8877/254531/5339/7262/2131/6525/4070/10801/3916/375790/10383/9883/9260/55742/4155/7052/6046/54978/25907/2297/7703",126
"DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP","DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP","DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP","162/8349","228/21728",1.09820196265367e-23,7.74303695486596e-22,3.20978235974512e-22,"672/7869/10046/23649/960/23223/23596/57475/10885/55388/51015/23250/54549/224/4171/771/617/7374/56915/5933/5241/3732/81929/29957/54498/645/7023/79968/8318/990/2289/9424/23541/162/4174/5427/283578/3091/10528/1869/94121/23678/4173/56521/10105/51195/54868/374/1303/2444/4172/2030/8614/4602/6446/3070/8165/262/84172/7517/23499/10606/10439/1736/51659/5111/5983/9645/85004/26578/5570/83990/79075/4609/26509/22822/11001/7168/90381/3487/1952/8416/51514/245973/83879/6161/26018/7162/253714/94122/7739/55638/7357/9536/22984/23052/1111/11098/79682/26353/10160/5352/56172/6566/1836/7074/118980/7804/84187/3455/115/25976/4886/8645/195828/65083/5979/9188/4176/8800/89797/4665/399665/10036/55806/11031/2237/1138/596/1503/3669/154141/9156/155185/9134/8607/11145/1662/23212/1960/8204/169200/64785/5121/126382/10801/140707/4603/144404/9687/79754/7516/6840/6584/54898/5557/11169/9722/7052/9277/29128/284098",162
"DELYS_THYROID_CANCER_UP","DELYS_THYROID_CANCER_UP","DELYS_THYROID_CANCER_UP","274/8349","445/21728",1.77658300349112e-23,1.23568480638681e-21,5.12238197604483e-22,"6405/3675/79017/2534/9902/9961/10138/637/8685/23034/960/6642/9168/3371/822/9603/6307/26999/639/3918/10076/1001/51768/5476/1117/2065/7132/5315/23250/483/5873/10272/9448/6196/8974/10644/9462/3693/334/2017/23348/3383/23231/3710/1832/11332/3956/11015/3162/2000/7076/23295/1512/50804/7264/7991/3783/11184/51599/6324/5445/4233/10551/1955/9830/9124/9969/1362/1277/8714/374/11275/595/3587/5002/23603/397/202/5754/9540/2335/6772/8869/23178/4953/25797/6382/2043/607/5768/965/1889/2582/5955/1509/5493/894/5887/79695/55640/1846/8795/3624/5328/976/1164/6590/6385/54210/1026/6659/6239/2069/718/9572/3092/3976/3872/57509/348/7837/9518/4814/3597/2330/3958/10267/5791/4628/4017/8553/1643/1824/301/4907/3775/10154/8796/3557/8027/8870/7097/23650/7057/1545/1847/471/8654/1848/7453/597/4240/11322/5366/2886/6455/1969/9064/3321/2212/1382/1893/129642/7851/3680/5793/27242/3547/526/123/8038/133/23052/6768/10205/5531/8091/11098/2059/636/6695/23362/132/7074/5603/861/29/4061/9249/54587/2634/79762/3625/6282/7039/9076/1999/134/25976/1230/5364/4486/3673/22836/8645/1508/6692/717/4665/6809/5090/10449/5653/3489/7083/9122/6439/3576/5099/3037/79095/1717/8794/5091/1263/1474/7351/2810/11145/4642/977/2314/8204/9966/7262/5324/1366/2049/302/7378/4070/11156/5627/4753/6585/375790/3014/1806/2707/6284/3556/6275/1604/23654/4646/4312/6273/3914/5265/4217/1305/1803/4828/6281/4860/7052/54470/3853/10962/9080/2119/4067/11254/5645",274
"PHONG_TNF_RESPONSE_VIA_P38_COMPLETE","PHONG_TNF_RESPONSE_VIA_P38_COMPLETE","PHONG_TNF_RESPONSE_VIA_P38_COMPLETE","160/8349","225/21728",1.79810461787729e-23,1.23568480638681e-21,5.12238197604483e-22,"9043/23177/30845/6307/2296/22998/4756/55737/602/490/9448/224/2355/9618/79960/79670/966/3732/2122/2683/23645/4708/2734/3589/2872/9647/6942/23613/182/4281/6810/83988/857/23560/27346/3156/10802/7474/4820/55120/3488/55700/3964/26234/2309/23314/1743/23433/1958/8805/9904/1017/2181/23363/57403/5782/7538/11135/4430/9467/4814/23225/23135/5111/694/3775/5270/6386/1847/3417/55329/23710/10499/5366/4170/10217/4651/6502/23635/81555/55023/55790/4851/9871/9231/29087/6868/80014/3087/5796/55740/7071/23362/3778/571/23522/64319/2114/55179/6464/3678/124222/23248/57018/9263/4982/94134/219654/5979/65084/1398/4247/3575/54910/9925/2353/55092/7690/4299/22992/4296/11163/22877/84901/2535/7485/2131/5587/25840/5087/27445/3638/375790/55629/6275/4097/6840/4641/4155/2673/50618/9747/11177/10479/57154/6526/4860/51465/6643/1734/2013/1454/8906/1719/8629/3106/2119/1523/9641/31",160
"HELLER_HDAC_TARGETS_UP","HELLER_HDAC_TARGETS_UP","HELLER_HDAC_TARGETS_UP","209/8349","317/21728",1.86579085523356e-23,1.26617231913288e-21,5.2487642743281e-22,"5577/8913/8938/9043/928/9918/54799/2273/330/7414/51474/55650/10362/3422/2011/3993/6624/1785/11158/6604/334/2017/2512/23348/332/645/6548/24137/3655/114327/4650/997/8940/7078/6305/25809/56271/83752/54985/23406/8925/23205/23678/5157/6625/1209/57030/333/11140/64748/199731/154661/94239/23554/27075/11196/81855/1362/30850/230/4739/5467/8936/1627/604/3280/54800/2335/6772/3398/2034/10765/991/1063/5493/9479/2181/6385/8202/1026/6659/745/4502/6253/2537/9787/5447/23639/1032/1028/81926/6303/57572/6535/9590/3597/7153/10948/3021/51347/5630/3679/2799/80210/9649/2766/7280/347733/10669/3795/26035/55589/1062/10499/1543/6457/84656/1213/9123/22994/4259/8751/10769/2934/2241/4929/4900/55740/81894/57728/8365/23400/8659/9114/2539/10444/2264/2232/899/115/9261/4487/55764/79778/219654/1398/28227/1613/7001/7083/8623/23099/79145/79095/3726/5734/23261/5883/10855/254102/3728/26470/65108/22843/11253/56975/4291/9659/5339/54344/8334/92815/91304/439921/18/754/8558/3434/57698/9742/375790/3005/4128/8644/6275/2760/8329/8969/9260/8356/104/26052/9814/9747/3897/4758/54535/7106/23053/23089/283131/55766/6414/8362/8339/3012/31/8357/8358",209
"KIM_WT1_TARGETS_UP","KIM_WT1_TARGETS_UP","KIM_WT1_TARGETS_UP","155/8349","216/21728",1.92330416008055e-23,1.28908867717004e-21,5.34376126608476e-22,"51330/4293/6482/5329/25937/960/5606/7414/7204/26064/116984/2296/5128/8776/865/490/87/2355/60/11176/4791/3566/80271/23186/3589/29775/7078/6430/4792/3191/5971/2887/23242/5054/6461/23268/57178/7126/374/81566/10019/2026/10846/6722/3157/1839/79669/2744/8869/2274/390/5999/2152/7128/6446/205564/1958/3624/3164/60673/6590/6385/6431/2069/6662/26030/3976/3872/9590/4772/7187/9467/9945/5791/57050/23135/4628/79572/22800/8553/6926/3775/10253/64759/4609/25822/3159/8870/7057/9411/1847/22891/4664/376267/22893/5373/4864/11322/1453/79672/351/1969/481/6574/4794/7162/8091/84159/7071/7074/4643/124044/3460/7791/9592/10603/10611/5584/2669/56935/4088/3481/1613/54442/93487/3576/6699/5099/4071/10678/3726/55636/10221/9134/7351/8061/2810/8877/23760/7262/71/1435/23764/677/200424/3556/3914/5154/56882/4155/65124/200734/23237/11177/2297",155
"LEI_MYB_TARGETS","LEI_MYB_TARGETS","LEI_MYB_TARGETS","212/8349","323/21728",2.12933304935515e-23,1.4096057558939e-21,5.84335024595236e-22,"6405/3927/8837/2067/60481/211/7431/7414/7204/999/3909/3918/6515/4199/3422/4171/489/771/4898/6595/966/3301/10573/7022/6790/22974/3912/3710/7494/7078/3162/328/24148/1917/994/10627/23253/10916/10664/4324/7264/1936/6320/857/3315/1577/8662/5054/2146/10551/2625/59/6198/3959/595/3875/4048/10019/5917/5096/2335/3336/2274/5997/1509/5493/894/4072/1191/5552/1164/5266/6431/1026/79143/3553/3895/7277/5447/3872/6303/3911/9040/7283/4814/5111/694/8553/79022/9415/301/1019/3178/5270/3557/8027/10541/4609/7020/7280/10211/1545/10097/306/54939/7168/81631/4864/9123/1382/4170/8991/6279/6278/6574/80852/10769/10318/3992/7108/84159/11098/51232/7316/667/678/2697/79888/1831/9114/7033/7031/8566/4061/9249/8682/6280/1293/6286/9232/22853/10922/2203/1365/4176/5479/9768/6778/4088/558/4723/10263/10963/2237/3576/5881/4071/3856/3308/7764/3669/1051/3310/3728/5936/11065/22843/2810/26471/10409/5339/3963/9212/2193/1366/64764/3985/302/64746/161/754/84193/10581/8519/23299/4771/3868/1645/2057/4128/9901/55660/4312/2760/6281/7296/55958/4860/7052/1616/6046/3303/80740/780/1874/3853/3887/5268/2013/8906/25907/100133941",212
"BHAT_ESR1_TARGETS_VIA_AKT1_UP","BHAT_ESR1_TARGETS_VIA_AKT1_UP","BHAT_ESR1_TARGETS_VIA_AKT1_UP","190/8349","281/21728",2.15504287602125e-23,1.4096057558939e-21,5.84335024595236e-22,"6542/1870/7869/9454/23223/57475/64761/22904/9759/65055/5307/771/5241/2683/8602/6820/9727/990/9424/997/4616/23541/7494/162/8563/8428/9057/8312/10940/23370/93436/11033/6804/8662/51422/80709/23413/6461/56652/10105/51195/54868/7466/595/10090/2030/8614/90249/6242/2274/79083/3241/6513/1509/4602/64411/29914/6909/89884/60598/64377/84172/58495/7517/8273/64919/53834/23309/23030/53947/11135/7425/863/10452/10912/23149/9518/10298/51659/6533/23277/91107/29107/114034/1965/8553/29889/27202/5570/92856/29988/347733/8870/3795/1545/5373/29948/51651/3487/51702/79180/1952/6004/245973/26018/54438/7162/7739/55638/114789/9536/23082/83643/9781/26353/10160/404550/252969/27295/7074/203328/1844/3099/85395/54865/9401/10603/115/9249/54361/25976/84126/84270/65083/169714/5979/115708/4176/399665/64127/125058/54815/4054/123099/84879/6338/55806/4144/146395/114787/9283/2353/5036/116844/51523/55092/23261/57834/126410/84331/55191/26579/91683/155185/8607/285489/80205/25987/57596/10801/149175/80233/677/339366/84842/389792/144404/9687/2526/79754/9612/6840/6584/104/801/57795/9755/7052/9277/29128",190
"LIM_MAMMARY_STEM_CELL_DN","LIM_MAMMARY_STEM_CELL_DN","LIM_MAMMARY_STEM_CELL_DN","258/8349","416/21728",8.12192204052819e-23,5.24927556643185e-21,2.17602372464277e-21,"22875/57414/25998/55971/79090/23637/51360/9961/999/822/56474/26262/50484/5601/23095/5188/2065/25791/1316/23471/3430/602/27071/54847/79023/57662/634/5050/55322/1741/4528/29887/6820/55741/55760/2099/5720/2568/4214/9342/638/10005/94121/9455/92960/79784/51599/83451/23242/4521/2625/56521/55163/3959/1182/51091/51088/23130/81622/5002/3875/57460/54682/5869/56994/5777/55907/2444/7915/55856/55819/900/5618/7433/92840/79083/8942/7072/1718/6146/57535/2582/2166/23443/5493/9991/2733/112752/4072/3416/84795/64374/113452/5585/27076/23408/25803/6239/84269/27111/26030/55930/3712/57509/3169/2258/92359/10585/54897/11046/529/84152/64087/85415/65249/5989/10693/23225/85013/84105/10955/51520/25917/79679/51280/5025/10956/2752/9648/79621/58489/25934/9649/7020/6653/84000/58472/8884/113675/10499/91947/91862/79755/2064/2886/79932/481/81607/127018/6097/57530/65005/55061/148327/129642/55258/114884/286676/10788/57583/79624/2631/210/26091/27315/5058/6768/7108/80223/5603/10901/340348/2035/79053/3460/3141/84885/93210/57648/9076/1999/79885/54502/200879/10559/94081/318/1365/84720/2706/29763/6692/1200/8495/23423/65084/6778/147798/283987/21/8772/3856/929/155066/29071/3669/154141/54961/1717/685/6470/283229/140461/51027/26873/135932/54494/1366/7485/11022/221178/202243/653604/10519/338440/59307/7127/5892/53373/152100/57698/7100/340277/387921/1364/284340/55959/92714/373156/64078/4151/7052/339229/4758/11138/54458/403313/8906/10809/7124/55766/25907/149466/57189/91612/100133941/157285/84876",258
"ALFANO_MYC_TARGETS","ALFANO_MYC_TARGETS","ALFANO_MYC_TARGETS","166/8349","239/21728",1.58397292893512e-22,1.01169282719868e-20,4.19385030596072e-21,"3927/10181/5444/55735/1951/2534/5329/9961/3149/7414/7077/4052/27122/9709/23223/3757/6894/10954/8301/11343/5909/3093/5050/5205/3693/5019/3797/966/8895/4528/23645/5829/7023/3655/4637/7042/23481/10521/23170/23313/27351/5834/4605/10528/10627/4935/1186/3783/166/10049/3614/10105/8153/9693/10938/10645/1967/5869/23195/10007/2771/10057/6382/5768/3399/3925/10983/5537/1743/4601/8165/5328/6590/6385/1434/10396/3659/6662/10131/5782/10606/5471/1315/1028/10452/4861/9590/4131/8900/9215/2012/1643/301/3679/5100/55627/92856/4609/6941/10211/6386/10121/10579/22822/25800/10733/481/7371/4170/7159/6574/57007/2041/2040/2934/6934/22984/133/5860/23171/6566/1915/9797/1844/4681/6781/1465/4061/205/10092/10602/7415/9188/783/54838/6609/51031/10263/21/27249/753/23204/26156/1717/11041/5095/8607/5339/115207/7284/2193/1104/5831/2621/8624/6525/375790/79754/60312/4311/641/6840/6281/4860/7052/29902",166
"GRADE_COLON_AND_RECTAL_CANCER_UP","GRADE_COLON_AND_RECTAL_CANCER_UP","GRADE_COLON_AND_RECTAL_CANCER_UP","193/8349","290/21728",1.74124212650647e-22,1.09920970986089e-20,4.55664096263261e-21,"8813/51360/51507/960/56052/5954/5982/10721/84321/8908/84649/1975/6558/5315/1659/5165/4171/10529/2222/5050/6932/7188/2932/3693/22929/6790/22803/16/8318/990/4174/4522/23613/1477/55257/994/81502/5332/10528/191/7076/10916/3839/55353/3646/4173/2091/9512/2617/51142/8662/6009/5425/2022/55163/27346/5985/8914/7167/4172/64065/55770/7422/3313/11222/6242/3336/4179/80212/3070/3181/5328/10549/10212/55355/1164/116151/79183/8239/4835/6662/8894/10131/23352/5782/4289/51337/7837/9518/157922/51132/55037/5901/5111/7818/51526/51371/2048/54663/272/891/1022/3939/29923/10492/3178/10574/1660/6426/10238/150472/55627/5695/4609/9493/87178/80204/471/6741/3184/54849/28987/6455/5202/65005/83879/4841/6749/10284/7804/2114/5710/8566/563/4061/6427/57577/7086/3015/51246/3148/308/1508/9833/221150/56339/4176/5347/150290/26995/6240/64223/54541/94056/983/5036/3308/25948/6241/23333/6731/22845/116028/2118/11145/6888/7334/1104/5464/4869/10159/25825/221178/51118/8624/9735/8519/3916/51082/7874/2963/51114/57402/3146/55035/7637/7919/3897/23/5268/1454/5691/6648",193
"MANALO_HYPOXIA_DN","MANALO_HYPOXIA_DN","MANALO_HYPOXIA_DN","194/8349","292/21728",1.83852780117651e-22,1.14728361294106e-20,4.75592551592907e-21,"672/1663/23649/5606/54908/51491/5982/5888/10198/51154/5188/55388/51018/23198/114049/9319/5134/4171/54475/617/51495/54962/8028/790/81929/51593/8886/22974/23594/990/23511/8317/5902/6634/4174/5427/4522/9894/7443/9837/28231/54976/10528/60625/10166/23078/4150/11339/4173/55723/898/83743/93436/7965/5425/23413/11196/23560/7019/10105/708/5717/4928/4891/10635/5985/26271/5467/4172/51053/10007/7372/79669/9136/4953/1718/9927/5999/10849/3416/11340/27340/29914/8165/11130/6491/55355/29078/1434/79902/56926/3397/2002/9088/5471/10038/23404/1736/51659/7283/29893/6627/54496/114034/4678/5983/54663/79572/1965/55226/9816/9654/55316/3159/9493/27229/8884/1763/471/580/55759/55329/3184/84934/55215/55028/142/890/6502/5631/60496/23310/26278/23171/51128/3192/80746/51001/7804/6427/51728/899/51005/79081/65260/7398/4085/9833/9188/3419/55839/9768/5245/51367/6240/10036/55872/2237/2194/983/5036/79801/1503/6241/10605/1717/27235/51134/6573/9416/9156/9134/8607/7156/5441/5198/23212/90411/64785/1468/8624/55010/64976/64222/54821/10383/3014/60491/5167/2710/7407/23234/2189/1719",194
"SHEN_SMARCA2_TARGETS_UP","SHEN_SMARCA2_TARGETS_UP","SHEN_SMARCA2_TARGETS_UP","263/8349","428/21728",2.09724174738409e-22,1.29385516438048e-20,5.3635201625684e-21,"8813/5048/7095/3423/23637/8491/10771/11215/8504/159/1495/5601/55745/23118/5610/10787/22998/55854/9748/4802/60487/55746/6596/8243/23291/6717/23505/1739/7879/22920/4292/5527/6595/28962/7514/3842/91746/8648/966/546/51510/22929/54469/27131/29058/55900/10558/114882/23256/28978/3189/6655/5706/394/51292/8780/56271/5257/10664/5862/5445/94239/57037/23189/23064/11196/54780/54906/9126/8036/10951/51747/5573/10944/65117/1027/55832/51567/57515/60682/23530/55819/9685/23398/23548/2632/10096/90/10314/25843/51652/23683/66008/7341/9528/3964/55758/10274/23469/81847/26234/51552/84263/51646/3416/55717/79646/63931/4801/29066/10564/1434/57403/6780/55905/8239/57380/6310/7913/65109/51141/9491/56255/3895/23499/8520/56984/57045/54832/157922/55860/6117/7326/26057/22903/10955/5509/51164/8650/51014/324/9857/64844/10010/10006/7507/152006/55667/81853/60492/58487/5962/9411/5861/80204/6741/4664/55032/51138/10427/8451/8125/10363/80349/7385/55197/114876/8804/55827/26092/23219/5899/1060/64924/56929/9879/79624/60496/3176/5756/54842/10618/9412/831/1070/64795/9320/9184/2776/27020/8450/6651/7398/5824/204851/8802/23001/6259/27236/4712/23588/9702/9318/8065/9710/23300/440026/65084/64400/11051/51031/5867/3516/55788/10116/4204/65110/220988/10972/57148/9306/51315/10605/8801/167227/90806/283232/114932/5781/9282/10159/9802/5587/10933/4674/151011/23390/51616/29978/10772/4077/51399/4763/5718/26275/7405/50618/9874/23054/9652/23137/830/9867/55251/6643/9946/7247/54741/63920/57665/11037/23741/26065",263
"REACTOME_RHO_GTPASE_EFFECTORS","REACTOME_RHO_GTPASE_EFFECTORS","REACTOME_RHO_GTPASE_EFFECTORS","209/8349","322/21728",3.47270128619899e-22,2.11834778458139e-20,8.78135464209751e-21,"1856/5048/7454/55166/999/54908/1495/26999/10787/3796/5526/55746/54820/23332/79023/60/1781/5289/5527/10403/7514/81929/2017/9183/8655/332/4637/5594/79019/4627/4689/5905/23002/22919/2491/80152/5516/79784/94239/8976/3984/1855/5216/7531/4928/10094/1027/57122/8936/5528/6722/6242/10096/1058/7456/991/25936/1063/9928/23433/91687/81930/11130/11113/5585/64105/10376/8970/79902/3895/5300/7277/7533/5880/151648/6249/1729/85415/3021/1742/10810/4628/9475/55143/1783/5879/10006/89953/7280/347733/57082/10097/79172/10152/1062/81624/10499/8826/5170/23421/11004/83540/6279/388/51143/1060/10788/1730/5058/3619/79980/3688/79682/57405/64946/25909/5578/9184/220134/389/701/6396/114793/114822/10163/3017/995/8365/554313/29941/57551/11243/1857/91010/147841/10092/6280/10109/151246/3015/4085/7534/55839/81565/5347/7529/84790/1499/367/699/7532/3799/1072/286205/64837/9793/2810/84617/391/2885/6232/79861/9212/5062/8334/3985/348235/653604/128239/71/8338/9735/4771/54821/10383/401541/3014/10811/51466/57591/128312/2316/1778/6714/8356/85236/801/5500/51517/8341/80086/55766/10381/140735/23380/8370/8362/23191/8339/8355/8344/8348/8345/8367/3012/8343/8968/8357/8358",209
