"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"REACTOME_CELLULAR_RESPONSE_TO_STARVATION","REACTOME_CELLULAR_RESPONSE_TO_STARVATION","REACTOME_CELLULAR_RESPONSE_TO_STARVATION","21/712","157/21728",4.76701907287782e-08,1.76945909632167e-05,1.58786240094054e-05,"79726/6207/55846/6152/11224/6194/6176/6187/245973/6161/6189/6130/6159/200916/6157/3921/6165/9045/6136/23334/6235",21
"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS","REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS","REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS","22/712","172/21728",5.20192445085808e-08,1.76945909632167e-05,1.58786240094054e-05,"5685/6207/6152/2107/9491/11224/6194/6176/6187/6161/6189/6130/6159/200916/5702/6157/3921/7314/6165/9045/6136/6235",22
"REACTOME_SELENOAMINO_ACID_METABOLISM","REACTOME_SELENOAMINO_ACID_METABOLISM","REACTOME_SELENOAMINO_ACID_METABOLISM","18/712","118/21728",5.61733046451324e-08,1.76945909632167e-05,1.58786240094054e-05,"6207/6152/11224/6194/6176/6187/6161/6189/6130/6159/200916/6157/4141/3921/6165/9045/6136/6235",18
"REACTOME_RRNA_PROCESSING","REACTOME_RRNA_PROCESSING","REACTOME_RRNA_PROCESSING","24/712","205/21728",7.26510901421798e-08,2.12504438665876e-05,1.9069545540327e-05,"115939/117246/6207/6152/5393/11224/6194/6176/6187/1453/6161/6189/6130/6159/200916/26354/6157/55720/3921/51504/6165/9045/6136/6235",24
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","17/712","120/21728",3.90677717313313e-07,0.000106655016826535,9.57091867467212e-05,"6207/6152/11224/6194/6176/6187/6161/6189/6130/6159/200916/6157/3921/6165/9045/6136/6235",17
"OSMAN_BLADDER_CANCER_DN","OSMAN_BLADDER_CANCER_DN","OSMAN_BLADDER_CANCER_DN","35/712","427/21728",7.13147716154291e-07,0.000182521243603239,0.000163789386650962,"115939/114327/55578/9487/6945/6207/113246/5924/6152/8500/55556/10677/11224/6194/55075/6161/6189/6834/6130/27250/2035/6159/55662/4141/3921/56985/400960/6165/9276/338657/9045/6136/100507463/57212/8031",35
"WANG_TUMOR_INVASIVENESS_UP","WANG_TUMOR_INVASIVENESS_UP","WANG_TUMOR_INVASIVENESS_UP","32/712","384/21728",1.49396509857119e-06,0.000359869828155825,0.00032293697579641,"50865/9168/7414/5685/3309/7175/5315/64710/1982/51184/2597/4780/3181/2752/3915/11224/6194/347733/7786/6161/55216/5281/1601/3192/3148/6157/10963/9045/203068/6277/10527/6235",32
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS","REACTOME_SIGNALING_BY_ROBO_RECEPTORS","REACTOME_SIGNALING_BY_ROBO_RECEPTORS","22/712","218/21728",3.16404064920036e-06,0.000719819247693081,0.000645945374640845,"5685/6207/6152/2107/9491/11224/6194/6176/6187/6161/6189/6130/6159/200916/5702/6157/3921/7314/6165/9045/6136/6235",22
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","30/712","374/21728",6.76614191049009e-06,0.00145828163807668,0.00130862057670476,"5685/1738/8050/6207/6152/8564/9491/29968/2752/11224/6194/6176/6187/51686/6161/6189/6130/51074/6159/200916/5702/6157/4141/63826/3921/85007/6165/9045/6136/6235",30
"GNATENKO_PLATELET_SIGNATURE","GNATENKO_PLATELET_SIGNATURE","GNATENKO_PLATELET_SIGNATURE","9/712","44/21728",1.05000186745936e-05,0.00214987882362304,0.00192924027331612,"5315/60/4637/11237/7277/2495/1072/7114/8031",9
"REACTOME_TRANSLATION","REACTOME_TRANSLATION","REACTOME_TRANSLATION","25/712","295/21728",1.55075587964129e-05,0.00302397396530051,0.00271362845906152,"29927/23471/6207/6152/2107/11224/6194/6176/6187/6161/6189/6130/740/6159/200916/6157/4141/3921/51504/56945/90480/6165/9045/6136/6235",25
"BIOCARTA_PRION_PATHWAY","BIOCARTA_PRION_PATHWAY","BIOCARTA_PRION_PATHWAY","5/712","12/21728",2.43622587772939e-05,0.00453470225877356,0.00406931317662837,"3309/4780/3337/3915/3921",5
"LEE_LIVER_CANCER_SURVIVAL_DN","LEE_LIVER_CANCER_SURVIVAL_DN","LEE_LIVER_CANCER_SURVIVAL_DN","18/712","180/21728",2.76060255060148e-05,0.00490913494966062,0.00440531845235274,"7414/56925/2956/9270/89891/6418/4922/3178/11224/6194/6189/3148/3921/79077/3858/6277/6136/7114",18
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2","15/712","132/21728",2.87714868844579e-05,0.00490913494966062,0.00440531845235274,"7414/3309/350/94121/7277/197/83706/213/3481/2266/1072/7114/5005/5004/5175",15
"YAMAZAKI_TCEB3_TARGETS_DN","YAMAZAKI_TCEB3_TARGETS_DN","YAMAZAKI_TCEB3_TARGETS_DN","19/712","199/21728",3.18759518668668e-05,0.00522128091579278,0.00468542938809397,"10734/7037/3320/6790/10732/27338/2956/1718/348/3178/347733/50511/133686/7345/874/3481/203068/6277/6648",19
"REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION","REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION","REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION","9/712","51/21728",3.67211763980108e-05,0.0057835852826867,0.00519002537673909,"60/1785/7277/347733/2697/1601/7846/84790/125111",9
"PURBEY_TARGETS_OF_CTBP1_AND_SATB1_UP","PURBEY_TARGETS_OF_CTBP1_AND_SATB1_UP","PURBEY_TARGETS_OF_CTBP1_AND_SATB1_UP","11/712","77/21728",4.04434755452051e-05,0.0061339271243561,0.00550441220773142,"60/79726/9088/6194/10669/79137/6130/7345/7846/3921/5499",11
"YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP","YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP","YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP","9/712","53/21728",5.04568400605771e-05,0.0073793128588594,0.00662198603952912,"5434/22943/7429/3178/11224/6189/6130/6159/3921",9
"KYNG_RESPONSE_TO_H2O2","KYNG_RESPONSE_TO_H2O2","KYNG_RESPONSE_TO_H2O2","10/712","66/21728",5.38885388860237e-05,0.00760943333580231,0.00682848962798943,"3301/7277/9518/3337/3178/245973/6130/27063/5499/7106",10
"ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP","ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP","ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP","17/712","173/21728",5.70996481609866e-05,0.00771868437106841,0.00692652840804571,"4074/2182/64710/54825/1119/64065/64689/25940/3181/6176/6189/6130/133686/6157/56985/9045/79693",17
"SESTO_RESPONSE_TO_UV_C0","SESTO_RESPONSE_TO_UV_C0","SESTO_RESPONSE_TO_UV_C0","13/712","109/21728",5.84320428579049e-05,0.00771868437106841,0.00692652840804571,"4074/5685/23471/7037/3301/1982/6418/6950/9518/9589/740/8878/7846",13
"ZAMORA_NOS2_TARGETS_DN","ZAMORA_NOS2_TARGETS_DN","ZAMORA_NOS2_TARGETS_DN","11/712","81/21728",6.51877879065375e-05,0.00834199973366472,0.00748587393360928,"60/338/2512/4627/2168/1642/5499/8322/977/1645/7106",11
"LU_EZH2_TARGETS_UP","LU_EZH2_TARGETS_UP","LU_EZH2_TARGETS_UP","23/712","288/21728",8.37737746178146e-05,0.0103955638503015,0.00932868412091837,"84058/23193/10273/4968/11068/84292/55653/84268/55898/84299/115286/1646/203260/5702/2021/4071/51282/84316/100506084/6284/6277/730051/6648",23
"REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND","REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND","REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND","9/712","57/21728",9.11532885562879e-05,0.0109786093128823,0.00985189258049538,"3320/3301/3326/7277/3337/347733/7846/84790/10963",9
"YAGI_AML_WITH_INV_16_TRANSLOCATION","YAGI_AML_WITH_INV_16_TRANSLOCATION","YAGI_AML_WITH_INV_16_TRANSLOCATION","29/712","411/21728",9.94413107861473e-05,0.0115922025280901,0.0104025137267688,"9940/9168/11176/338/23759/1891/6207/10494/2956/2107/4629/91298/6194/347733/6176/1453/6161/4191/23457/776/1999/213/9147/6157/50810/3481/9276/6235/109729181",29
"SASSON_RESPONSE_TO_FORSKOLIN_DN","SASSON_RESPONSE_TO_FORSKOLIN_DN","SASSON_RESPONSE_TO_FORSKOLIN_DN","11/712","85/21728",0.000101909472774418,0.0115922025280901,0.0104025137267688,"7414/9448/60/3292/3875/10494/1601/4982/3611/7846/10963",11
"HONMA_DOCETAXEL_RESISTANCE","HONMA_DOCETAXEL_RESISTANCE","HONMA_DOCETAXEL_RESISTANCE","7/712","35/21728",0.000118915837707104,0.0131610906867727,0.0118103894576245,"3309/2597/10459/4599/1072/811/203068",7
"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP","TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP","TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP","17/712","184/21728",0.000122705022364387,0.0132230806995307,0.011866017536678,"55334/9765/55711/665/4811/348/9518/4922/1875/27250/1601/7345/216/7846/4071/6165/780",17
"SANA_RESPONSE_TO_IFNG_DN","SANA_RESPONSE_TO_IFNG_DN","SANA_RESPONSE_TO_IFNG_DN","11/712","87/21728",0.000126089492829546,0.0132393967471024,0.0118806590949513,"7037/3326/22943/1982/7277/3068/6189/2697/1601/3921/56985",11
"WANG_CISPLATIN_RESPONSE_AND_XPC_UP","WANG_CISPLATIN_RESPONSE_AND_XPC_UP","WANG_CISPLATIN_RESPONSE_AND_XPC_UP","17/712","185/21728",0.000131094492440616,0.0134207986636081,0.0120434440292156,"7444/3309/57475/6790/3875/2956/3181/23199/4922/9415/2719/336/3148/4071/3856/6573/919",17
"IBRAHIM_NRF1_UP","IBRAHIM_NRF1_UP","IBRAHIM_NRF1_UP","29/712","419/21728",0.000138701394136236,0.0138532246094606,0.0124314908069217,"3309/5431/51491/29927/5315/9448/3301/2512/56647/1982/2597/9532/3550/6418/25940/6950/78996/821/8500/3178/10939/245973/5702/55720/2495/10963/541471/56945/79693",29
"RUTELLA_RESPONSE_TO_HGF_UP","RUTELLA_RESPONSE_TO_HGF_UP","RUTELLA_RESPONSE_TO_HGF_UP","29/712","422/21728",0.000156676682411955,0.0151631451186857,0.0136069763149751,"6924/10062/9765/7037/56925/8714/27346/55325/10087/1718/1429/965/8564/23433/718/348/92579/2768/3708/65018/8878/6374/84790/2495/3627/6641/1645/8031/6648",29
"TOMIDA_METASTASIS_UP","TOMIDA_METASTASIS_UP","TOMIDA_METASTASIS_UP","6/712","26/21728",0.000159222280855552,0.0151631451186857,0.0136069763149751,"3326/1891/7277/56945/203068/7114",6
"PRAMOONJAGO_SOX4_TARGETS_DN","PRAMOONJAGO_SOX4_TARGETS_DN","PRAMOONJAGO_SOX4_TARGETS_DN","8/712","49/21728",0.000175571498264865,0.0163401201226051,0.0146631602976709,"27338/27346/821/2752/142/6502/27250/23089",8
"HSIAO_LIVER_SPECIFIC_GENES","HSIAO_LIVER_SPECIFIC_GENES","HSIAO_LIVER_SPECIFIC_GENES","20/712","249/21728",0.000220659280173289,0.0200799944957693,0.0180192174756714,"338/350/5096/2677/1718/718/348/2330/5950/197/6749/3698/7363/336/2168/213/216/2266/1645/5004",20
"RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP","RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP","RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP","28/712","412/21728",0.000242536433726488,0.0213666666468975,0.0191738405666266,"6924/10062/9765/7037/6480/56925/8714/55325/10087/1718/8564/23433/718/7277/348/92579/2768/3708/65018/8878/6374/2495/3627/6641/1645/5175/8031/6648",28
"DANG_REGULATED_BY_MYC_DN","DANG_REGULATED_BY_MYC_DN","DANG_REGULATED_BY_MYC_DN","20/712","251/21728",0.000245234025007126,0.0213666666468975,0.0191738405666266,"56925/10450/2512/4069/64065/5618/821/1643/9415/3915/2064/213/3611/2495/3627/150468/977/7114/8847/1050",20
"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT","10/712","79/21728",0.000251223769446369,0.0214325278308934,0.0192329425249402,"5685/3320/3326/9491/7277/347733/5702/7846/84790/7314",10
"WP_FERROPTOSIS","WP_FERROPTOSIS","WP_FERROPTOSIS","9/712","65/21728",0.000256623025893417,0.0214463528782356,0.0192453487302668,"27035/2182/7037/2512/1646/5261/2495/1645/8031",9
"TIEN_INTESTINE_PROBIOTICS_24HR_DN","TIEN_INTESTINE_PROBIOTICS_24HR_DN","TIEN_INTESTINE_PROBIOTICS_24HR_DN","18/712","215/21728",0.000270829033214029,0.022180897820229,0.0199045085252668,"3309/23471/2512/665/27230/821/9518/6194/6187/6189/27250/8878/1999/6157/2495/811/1645/6136",18
"WP_VEGFAVEGFR2_SIGNALING_PATHWAY","WP_VEGFAVEGFR2_SIGNALING_PATHWAY","WP_VEGFAVEGFR2_SIGNALING_PATHWAY","29/712","438/21728",0.000292471168231845,0.0232711295040749,0.0208828515130713,"6924/9168/7414/3320/3301/4627/22943/1982/2597/6418/4629/6194/29766/2697/2035/91010/213/84790/10963/2266/5499/1072/1267/811/2624/8575/9146/7114/6648",29
"REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS","REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS","REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS","5/712","19/21728",0.000295506406400952,0.0232711295040749,0.0208828515130713,"338/2512/348/2495/811",5
"TIEN_INTESTINE_PROBIOTICS_6HR_UP","TIEN_INTESTINE_PROBIOTICS_6HR_UP","TIEN_INTESTINE_PROBIOTICS_6HR_UP","8/712","53/21728",0.000307550263856918,0.0237626100093223,0.0213238921772493,"60/2512/2597/101410538/6194/6187/6189/6157",8
"REACTOME_MITOTIC_G2_G2_M_PHASES","REACTOME_MITOTIC_G2_G2_M_PHASES","REACTOME_MITOTIC_G2_G2_M_PHASES","17/712","200/21728",0.000332421722168099,0.0250258972844111,0.0224575303437772,"5685/10806/3320/6790/3326/9491/9088/7277/347733/1453/29922/5702/7846/84790/7314/9793/203068",17
"WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP","WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP","WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP","12/712","113/21728",0.000336123162550088,0.0250258972844111,0.0224575303437772,"7175/5476/6207/23199/1453/6834/54765/1642/2495/23042/1645/780",12
"ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM","ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM","ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM","9/712","68/21728",0.000362601321128222,0.0265152216075012,0.0237940077454628,"7414/5476/60/2597/197/4191/213/84790/203068",9
"HOSHIDA_LIVER_CANCER_SUBCLASS_S2","HOSHIDA_LIVER_CANCER_SUBCLASS_S2","HOSHIDA_LIVER_CANCER_SUBCLASS_S2","12/712","115/21728",0.000395294747662482,0.0283988068715414,0.0254842837320355,"7175/24144/1119/6152/3181/2719/3698/3192/3481/6641/8031/6905",12
"BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES","BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES","BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES","9/712","69/21728",0.000405063833120835,0.0285989033901693,0.0256638446719571,"6207/6152/6194/6161/6189/6130/6159/6157/9045",9
"REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","7/712","43/21728",0.000454086028594386,0.0313019065270096,0.0280894430141483,"8554/2068/10401/1643/142/1642/7314",7
"REACTOME_GAP_JUNCTION_DEGRADATION","REACTOME_GAP_JUNCTION_DEGRADATION","REACTOME_GAP_JUNCTION_DEGRADATION","4/712","12/21728",0.000458635993069737,0.0313019065270096,0.0280894430141483,"60/1785/2697/1601",4
"REACTOME_MRNA_SPLICING","REACTOME_MRNA_SPLICING","REACTOME_MRNA_SPLICING","16/712","188/21728",0.000485355474106167,0.0323490118547984,0.0290290856333401,"5431/10450/10523/10992/5434/24144/1477/8896/8683/3181/3178/81608/3192/23350/23524/8233",16
"REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE","REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE","REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE","5/712","21/21728",0.000489777468863858,0.0323490118547984,0.0290290856333401,"7277/347733/2697/7846/84790",5
"POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN","POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN","POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN","7/712","44/21728",0.000524916835998558,0.0337321875022902,0.0302703082245344,"1875/6130/7345/6159/6157/3921/6165",7
"CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN","CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN","CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN","6/712","32/21728",0.000530195709225682,0.0337321875022902,0.0302703082245344,"60/4637/2752/2168/2495/1645",6
"WANG_LMO4_TARGETS_UP","WANG_LMO4_TARGETS_UP","WANG_LMO4_TARGETS_UP","25/712","369/21728",0.0005354315476554,0.0337321875022902,0.0302703082245344,"7444/64710/55796/27346/4968/3964/23433/55709/3178/2752/6502/51074/27250/4817/7846/7182/977/811/6284/203068/56882/4215/7106/100506994/1050",25
"HUANG_GATA2_TARGETS_DN","HUANG_GATA2_TARGETS_DN","HUANG_GATA2_TARGETS_DN","9/712","73/21728",0.000617909803238241,0.0379537619645705,0.0340586293987059,"7037/60/6790/2107/6502/27250/27342/2637/2624",9
"LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN","LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN","LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN","6/712","33/21728",0.000630245619924491,0.0379537619645705,0.0340586293987059,"23471/3301/5274/7846/5897/6277",6
"REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING","REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING","REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING","6/712","33/21728",0.000630245619924491,0.0379537619645705,0.0340586293987059,"60/6950/7277/347733/7846/84790",6
"GROSS_HYPOXIA_VIA_ELK3_DN","GROSS_HYPOXIA_VIA_ELK3_DN","GROSS_HYPOXIA_VIA_ELK3_DN","14/712","157/21728",0.0006764801200347,0.0399604895719068,0.0358594098311231,"9546/3309/2182/4627/718/83854/26230/27063/2697/27342/3798/11067/3627/4071",14
"YAGI_AML_FAB_MARKERS","YAGI_AML_FAB_MARKERS","YAGI_AML_FAB_MARKERS","16/712","194/21728",0.000684040055747902,0.0399604895719068,0.0358594098311231,"7414/25939/9532/5096/1718/965/3911/55215/5274/216/50810/1642/11142/2624/1645/10962",16
"NUTT_GBM_VS_AO_GLIOMA_DN","NUTT_GBM_VS_AO_GLIOMA_DN","NUTT_GBM_VS_AO_GLIOMA_DN","7/712","46/21728",0.000692843653139288,0.0399604895719068,0.0358594098311231,"27346/8050/6207/6152/6194/6157/83759",7
"PETRETTO_CARDIAC_HYPERTROPHY","PETRETTO_CARDIAC_HYPERTROPHY","PETRETTO_CARDIAC_HYPERTROPHY","6/712","34/21728",0.000744324357613708,0.0423334478392797,0.0379888352694365,"60/4811/7846/84790/4054/4071",6
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","5/712","23/21728",0.000767117404835013,0.0430321338739641,0.0386158162981836,"7277/347733/7846/84790/6905",5
"POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN","POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN","POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN","8/712","61/21728",0.000812263054894389,0.0449488812134125,0.0403358509905592,"6152/4811/3915/7345/3481/6165/6235/23191",8
"DACOSTA_UV_RESPONSE_VIA_ERCC3_UP","DACOSTA_UV_RESPONSE_VIA_ERCC3_UP","DACOSTA_UV_RESPONSE_VIA_ERCC3_UP","22/712","317/21728",0.00082390833716784,0.0449853952093641,0.0403686176147779,"10450/11018/2068/4968/10494/9088/7277/2752/2064/3192/874/8878/5702/51704/4144/5499/5883/1267/1198/6284/100/10962",22
"HORIUCHI_WTAP_TARGETS_DN","HORIUCHI_WTAP_TARGETS_DN","HORIUCHI_WTAP_TARGETS_DN","22/712","318/21728",0.000858617083515836,0.0462636441710177,0.0415156819744291,"64710/56925/3320/6790/51260/10273/22943/27338/27346/79080/113246/821/54478/84300/9589/6130/200916/3148/11067/150468/23089/5175",22
"LIU_LIVER_CANCER","LIU_LIVER_CANCER","LIU_LIVER_CANCER","6/712","35/21728",0.000873719223801281,0.0464659769021591,0.0416972496280284,"23759/1891/4327/336/213/23334",6
"MUNSHI_MULTIPLE_MYELOMA_UP","MUNSHI_MULTIPLE_MYELOMA_UP","MUNSHI_MULTIPLE_MYELOMA_UP","9/712","77/21728",0.000914512410145142,0.04801190153262,0.0430845185400363,"3309/8714/1982/11068/821/54805/7314/3856/811",9
"BLUM_RESPONSE_TO_SALIRASIB_DN","BLUM_RESPONSE_TO_SALIRASIB_DN","BLUM_RESPONSE_TO_SALIRASIB_DN","23/712","341/21728",0.000933010994586107,0.0481595176939912,0.0432169850960024,"5315/3320/6790/951/1628/2956/1718/9270/29899/3181/10401/142/6502/56172/6493/7846/4054/6419/11041/1645/203068/26292/266655",23
