"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"VECCHI_GASTRIC_CANCER_EARLY_UP","VECCHI_GASTRIC_CANCER_EARLY_UP","VECCHI_GASTRIC_CANCER_EARLY_UP","72/695","436/21728",5.34798151066227e-31,2.22864974953417e-28,1.42066953814339e-28,"54443/55635/259266/55771/9319/3161/4171/10403/6790/22974/332/24137/1033/26090/4605/994/9780/57214/7468/10635/7272/10112/10051/1058/991/4751/9928/4602/25902/11130/5266/9787/283120/51659/7153/5983/891/79075/56649/57082/26509/55165/55215/83540/2177/890/4288/79682/64946/29028/9133/861/29127/55450/4085/9232/1508/221150/4176/55872/699/983/6241/1163/11065/666/55010/8519/389792/60674/283131/6648",72
"CROONQUIST_NRAS_SIGNALING_DN","CROONQUIST_NRAS_SIGNALING_DN","CROONQUIST_NRAS_SIGNALING_DN","33/695","70/21728",7.19336546709152e-31,2.74786560842896e-28,1.75164759093387e-28,"9319/4171/10403/6790/22974/1033/4605/10051/1058/991/3925/23397/11130/1854/7153/5983/891/10592/3832/10733/11004/890/4288/5352/9133/3148/9232/4176/5347/983/1163/11065/9212",33
"WHITEFORD_PEDIATRIC_CANCER_MARKERS","WHITEFORD_PEDIATRIC_CANCER_MARKERS","WHITEFORD_PEDIATRIC_CANCER_MARKERS","40/695","117/21728",1.7433300806705e-30,6.14725006907198e-28,3.91861077242211e-28,"6790/22974/332/5427/4605/7468/7272/10051/1058/3925/4751/9928/23397/11130/9787/51659/7153/5983/891/55143/9700/3832/1062/10733/83540/890/4288/79682/29028/9133/9401/4085/9232/4176/55872/699/983/6241/1163/11065",40
"SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6","SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6","SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6","71/695","459/21728",9.47368222952931e-29,3.10195423858303e-26,1.97736405031379e-26,"10460/55635/5982/259266/9319/3161/284403/10403/6790/22974/332/24137/6319/5427/1033/4605/7468/10635/7272/10112/4001/1058/6513/991/3925/4751/9928/23397/81930/11130/9787/10606/54478/51659/7153/5983/891/55143/10024/10592/3832/55165/1062/675/55215/9123/10733/11004/890/4288/79682/5352/29028/9133/9401/29127/3148/4085/9232/23306/81620/55872/699/983/6241/11065/9212/55010/4603/5167/6648",71
"ODONNELL_TFRC_TARGETS_DN","ODONNELL_TFRC_TARGETS_DN","ODONNELL_TFRC_TARGETS_DN","41/695","139/21728",2.5590047229039e-28,7.82031843319431e-26,4.98512077949559e-26,"54443/10460/55635/259266/3161/10403/6790/332/24137/6319/5427/1033/4605/7468/7272/10112/1058/991/9928/23397/9787/7153/891/3832/55165/1062/675/10733/2177/890/4288/57182/5347/255743/150468/699/983/6241/1163/9212/9824",41
"GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP","GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP","GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP","46/695","185/21728",4.79269588140232e-28,1.37310737002176e-25,8.75297616235055e-26,"259266/9319/3161/4171/10403/6790/22974/332/24137/5427/1033/10635/7272/10112/1058/991/3925/4751/11130/9787/1854/51659/7153/5983/891/948/9700/10592/79075/3832/55165/55215/11004/890/79682/9133/29127/4085/10395/55872/699/983/6241/1163/11065/9212",46
"KANG_DOXORUBICIN_RESISTANCE_UP","KANG_DOXORUBICIN_RESISTANCE_UP","KANG_DOXORUBICIN_RESISTANCE_UP","28/695","54/21728",6.92692908859543e-28,1.86782605541891e-25,1.19065976160625e-25,"259266/3161/6790/22974/332/24137/1033/7468/10635/4001/1058/991/11130/7153/55143/79075/55215/10733/4288/29028/3148/4085/5347/23306/55872/699/983/6241",28
"BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN","BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN","BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN","46/695","187/21728",7.95519035816982e-28,2.02592181121391e-25,1.29143908972394e-25,"54443/10460/55771/3161/4171/284403/6790/332/7023/24137/1033/4605/7468/7272/10112/4001/4751/9928/23397/11130/11113/54478/151648/51659/7153/55143/10024/6941/57082/3832/55165/1062/55215/10733/11004/83540/890/9133/9232/221150/4176/5347/81620/6241/11065/9212",46
"DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP","DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP","DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP","50/695","228/21728",1.21179228922882e-27,2.92360834411837e-25,1.86367611905773e-25,"4171/55034/5241/3732/54498/7023/9209/162/5427/5932/2717/6387/54868/1303/7164/4602/25902/10606/51659/5914/5983/114904/85004/5570/2317/79075/4609/26509/1952/8416/94122/7739/79682/26353/5352/4886/5979/4176/89797/23306/55806/10761/596/1960/8204/169200/4603/9687/54898/55319",50
"WONG_EMBRYONIC_STEM_CELL_CORE","WONG_EMBRYONIC_STEM_CELL_CORE","WONG_EMBRYONIC_STEM_CELL_CORE","59/695","335/21728",4.72226663897312e-27,1.08234351365264e-24,6.89948009988915e-25,"9319/4171/2260/10403/6790/332/24137/5427/1033/4605/2091/7358/6206/7272/10112/4001/10051/51421/6146/6513/991/55157/4751/23397/57486/7913/9787/1968/7153/5983/55143/3178/10592/4609/6941/3832/10733/6202/1382/890/871/9133/29127/3148/4085/6157/4176/5347/54948/3921/699/983/6241/1163/9212/22928/6657/6228/4673",59
"LEE_EARLY_T_LYMPHOCYTE_UP","LEE_EARLY_T_LYMPHOCYTE_UP","LEE_EARLY_T_LYMPHOCYTE_UP","36/695","110/21728",8.6410173785635e-27,1.886210650635e-24,1.20237916004473e-24,"259266/55771/3161/4171/10403/6790/332/1033/7468/10635/7272/10112/1058/4751/9928/4602/9787/7153/891/79075/57082/3832/55165/55215/11004/83540/4288/79682/29028/9133/9232/55872/699/983/6241/11065",36
"ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR","ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR","ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR","38/695","127/21728",1.37678718378106e-26,2.86872384111473e-24,1.82868957998863e-24,"54443/55635/259266/9319/3161/4171/332/3912/1033/4605/5932/7272/10112/4001/1058/991/4751/9787/10606/54478/7153/891/55143/10592/3832/55165/83540/890/9133/29127/3148/4085/9232/4176/699/983/11065/55010",38
"MASSARWEH_TAMOXIFEN_RESISTANCE_DN","MASSARWEH_TAMOXIFEN_RESISTANCE_DN","MASSARWEH_TAMOXIFEN_RESISTANCE_DN","51/695","257/21728",5.14975240616063e-26,1.02636804477567e-23,6.54266026521826e-24,"5241/5932/2717/26033/6387/1949/4256/7164/900/4001/5618/55686/4602/4502/79143/283120/7153/891/85004/55250/5570/2317/56649/26509/1952/6278/3547/158763/341640/2674/152926/4886/10395/55806/255743/84632/10761/596/130872/285489/1960/8204/23705/116447/4603/6256/1287/9687/54898/55319/400793",51
"BLUM_RESPONSE_TO_SALIRASIB_DN","BLUM_RESPONSE_TO_SALIRASIB_DN","BLUM_RESPONSE_TO_SALIRASIB_DN","58/695","341/21728",8.50571002047634e-26,1.62459061391098e-23,1.0356075007387e-23,"10460/5982/9319/3161/4171/10403/6790/22974/24137/23594/5427/1033/4522/4605/994/10635/896/7272/10112/10051/1058/1718/991/8503/3925/4751/11130/7913/1854/51659/7153/5983/10024/9700/10592/1545/3832/9585/10733/11004/1382/890/4288/5352/9133/9401/4085/9232/5347/4054/55872/699/2194/983/6241/11065/9212/8204",58
"LE_EGR2_TARGETS_UP","LE_EGR2_TARGETS_UP","LE_EGR2_TARGETS_UP","35/695","110/21728",1.32095413547087e-25,2.42210150279938e-23,1.54398681265984e-23,"6790/332/5935/10112/4001/991/23397/7852/7153/891/55143/5025/10592/6941/3832/10733/11004/890/4288/9133/57650/3148/4085/4176/89797/5347/699/983/6241/1163/6657/23705/128239/286827/4082",35
"HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP","HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP","HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP","40/695","152/21728",1.48271567391907e-25,2.61414178817116e-23,1.66640433635601e-23,"54443/9319/79960/10403/6790/24137/1033/7272/10112/10051/1058/991/3925/4751/23397/11113/1026/9787/151648/7153/5983/891/10592/10541/1062/675/10733/11004/890/4288/9133/29127/57650/3148/699/983/6241/1163/11065/9212",40
"LEI_MYB_TARGETS","LEI_MYB_TARGETS","LEI_MYB_TARGETS","56/695","323/21728",2.27941587567352e-25,3.86994162003238e-23,2.46692338045603e-23,"211/7431/6515/4171/489/4680/6790/22974/3912/7078/10202/994/427/857/5054/2625/2335/2274/8727/5266/1026/79143/5447/3337/8553/3178/5270/10541/4609/1545/9123/5211/1382/8991/6279/6278/10769/7108/9114/4061/8682/6280/9232/2203/4176/11065/22843/9212/754/8519/3868/9516/4312/3303/780/3887",56
"PUJANA_BRCA2_PCC_NETWORK","PUJANA_BRCA2_PCC_NETWORK","PUJANA_BRCA2_PCC_NETWORK","64/695","425/21728",2.55243356764662e-25,4.17869838360432e-23,2.66374270067181e-23,"1117/3161/4171/2222/10403/6790/22974/5427/1033/4605/80331/994/5932/2625/642/7468/10635/896/7272/4001/10051/1058/991/3925/9928/4602/11064/23397/7852/11130/7913/9787/10606/1854/7153/5983/891/10024/9700/10592/3832/9585/1062/675/55215/10733/11004/890/4288/2674/9133/861/3148/4085/9232/4176/23306/81620/699/983/6241/11065/9212/4603",64
"SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP","SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP","SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP","41/695","166/21728",5.34178386542649e-25,8.44370249624657e-23,5.38250163717748e-23,"54443/10460/5982/259266/3161/4171/10403/23594/10112/1058/2274/3925/11130/4502/79143/7153/5983/891/4907/9700/5270/79075/3832/55165/1062/10733/890/4288/79682/10018/861/9401/4085/221150/4176/5347/699/983/6241/1163/4603",41
"TANG_SENESCENCE_TP53_TARGETS_DN","TANG_SENESCENCE_TP53_TARGETS_DN","TANG_SENESCENCE_TP53_TARGETS_DN","26/695","56/21728",2.29053352547704e-24,3.49993522692892e-22,2.23106002341202e-22,"22974/332/24137/7272/10112/4001/10051/1058/3488/25797/991/4751/7153/3832/9585/1062/10733/890/9133/29127/9232/55872/699/983/11065/9212",26
"LINDGREN_BLADDER_CANCER_CLUSTER_1_DN","LINDGREN_BLADDER_CANCER_CLUSTER_1_DN","LINDGREN_BLADDER_CANCER_CLUSTER_1_DN","59/695","378/21728",3.15984415862733e-24,4.67249213649925e-22,2.97851524086569e-22,"10460/211/55635/5652/5476/6558/9319/6790/332/24137/162/4605/994/9144/7468/4256/51421/1058/3925/4751/9928/11130/11113/57580/9787/57153/5819/51659/4245/7153/5983/891/55143/6941/3832/1062/2064/10733/11004/6004/57530/79682/29028/9133/29127/8682/3148/9232/89797/5347/81620/699/983/6241/1163/11065/1364/4758/2878",59
"KONG_E2F3_TARGETS","KONG_E2F3_TARGETS","KONG_E2F3_TARGETS","31/695","98/21728",9.76323327418599e-23,1.39858316652714e-20,8.91537354248037e-21,"10460/55635/3161/6790/22974/5932/10635/10112/4001/991/4602/23397/9787/7153/891/10592/3832/11004/83540/890/4288/64946/29127/3148/5347/55872/699/11065/128239/6136/60674",31
"PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7","PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7","PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7","58/695","399/21728",3.03174249808004e-22,4.21136594278754e-20,2.68456688187247e-20,"7035/3675/1829/23224/259266/10644/79960/3589/23002/4522/26090/5935/858/10635/7164/4001/5618/80303/10103/8727/6125/57580/1026/1854/58986/51659/6451/222/85004/4907/408/26509/3832/675/6004/8416/2177/7739/79682/26353/5352/10018/9401/7039/493869/2203/221150/255743/6383/1501/5569/6657/55010/4673/4312/26020/50854/2878",58
"GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN","GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN","GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN","29/695","89/21728",9.13701564198388e-22,1.23188469714277e-19,7.85274161676386e-20,"9319/4171/10403/332/5427/1033/10635/991/11130/9787/1854/51659/7153/5983/948/10592/79075/3832/55165/11004/890/79682/9133/29127/4085/699/983/6241/1163",29
"MARKEY_RB1_ACUTE_LOF_UP","MARKEY_RB1_ACUTE_LOF_UP","MARKEY_RB1_ACUTE_LOF_UP","44/695","237/21728",2.20274547521912e-21,2.88496721668698e-19,1.83904404186715e-19,"54443/4254/6558/9319/6790/332/24137/23594/1033/857/10635/10112/1058/3925/4751/7913/9787/54478/891/4008/10592/10541/3832/675/11004/890/4288/9133/29127/57650/3148/4085/4176/89797/5347/81620/699/983/6241/1163/23466/128239/4673/286827",44
"ISHIDA_E2F_TARGETS","ISHIDA_E2F_TARGETS","ISHIDA_E2F_TARGETS","23/695","52/21728",4.24376964933583e-21,5.40373335348762e-19,3.44465045220943e-19,"54443/9319/991/3925/23397/1854/151648/7153/5983/891/10592/11004/890/4288/9133/3148/9232/4176/81620/699/983/6241/9212",23
"BURTON_ADIPOGENESIS_3","BURTON_ADIPOGENESIS_3","BURTON_ADIPOGENESIS_3","30/695","102/21728",5.15617507641463e-21,6.38808285142828e-19,4.07213144014993e-19,"10460/4171/6790/332/24137/10635/7272/10112/991/23397/9787/7153/891/55143/10592/6941/3832/11004/4288/9133/29127/4041/3148/4085/4176/5347/699/983/6241/1163",30
"CHICAS_RB1_TARGETS_GROWING","CHICAS_RB1_TARGETS_GROWING","CHICAS_RB1_TARGETS_GROWING","44/695","243/21728",6.18647561723861e-21,7.4628432182689e-19,4.75724551619235e-19,"55635/7175/259266/3161/4171/79960/22974/24137/6319/5427/1033/994/5932/857/6387/7468/10635/7272/10112/10051/1058/1718/991/4751/9928/7913/51659/7153/891/55143/10592/57082/890/64946/9133/4176/89797/699/5099/128239/50861/54898/1903/4082",44
"NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP","NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP","NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP","28/695","89/21728",1.37078140625454e-20,1.61119537596687e-18,1.02706860560394e-18,"259266/3161/22974/332/1033/10112/1058/991/4751/23397/9787/7153/891/55143/9700/3832/55165/1062/9123/11004/890/4288/9133/55872/699/983/6241/11065",28
"AFFAR_YY1_TARGETS_DN","AFFAR_YY1_TARGETS_DN","AFFAR_YY1_TARGETS_DN","45/695","263/21728",2.33538227408493e-20,2.67634808610133e-18,1.70605820864731e-18,"10460/8839/259266/9319/3161/2222/6790/332/7023/6319/7046/10635/7272/10112/4001/1058/3488/9173/1718/3925/1854/7153/891/1514/10592/3832/1062/10733/11004/57282/890/4288/26229/2674/64946/1915/9133/29127/3148/4085/4176/5347/81620/699/9212",45
"ZHENG_GLIOBLASTOMA_PLASTICITY_UP","ZHENG_GLIOBLASTOMA_PLASTICITY_UP","ZHENG_GLIOBLASTOMA_PLASTICITY_UP","43/695","248/21728",9.82912242915849e-20,1.0989438345186e-17,7.00530009328472e-18,"54443/259266/4171/10403/6790/22974/332/24137/1666/10635/4001/991/8503/8727/81930/11113/2181/6385/1854/6533/7153/891/55143/51280/948/10592/4240/79180/10733/83540/26353/9133/127281/29127/4085/5347/81620/699/6241/1163/9212/64856/7088",43
"WU_APOPTOSIS_BY_CDKN1A_VIA_TP53","WU_APOPTOSIS_BY_CDKN1A_VIA_TP53","WU_APOPTOSIS_BY_CDKN1A_VIA_TP53","22/695","53/21728",1.69005367489828e-19,1.84457286803184e-17,1.17583684248562e-17,"54443/259266/4171/6790/22974/994/7272/1026/9787/891/10592/55165/55215/4288/29028/29127/3148/55872/699/983/11065/9212",22
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4","CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4","CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4","47/695","309/21728",4.83163700580672e-19,5.15074977549256e-17,3.28338416845029e-17,"79960/2222/5241/5932/26033/6387/4256/10112/4602/57486/4502/283120/891/8553/85004/55250/5570/2317/4609/1545/1952/94122/3547/158763/341640/26353/2899/4886/10395/1345/55806/84632/10761/2266/596/1717/285489/1960/8204/23705/4603/1287/9687/50861/54898/9060/400793",47
"PUJANA_XPRSS_INT_NETWORK","PUJANA_XPRSS_INT_NETWORK","PUJANA_XPRSS_INT_NETWORK","35/695","168/21728",6.12076687047414e-19,6.37672621233034e-17,4.06489206517613e-17,"3161/4171/10403/6790/4605/5932/642/7468/10635/4001/10051/1058/991/3925/11064/11130/7913/10606/1854/7153/5983/9700/10592/9585/675/55215/10733/890/4288/3148/4085/23306/983/11065/9212",35
"HSIAO_HOUSEKEEPING_GENES","HSIAO_HOUSEKEEPING_GENES","HSIAO_HOUSEKEEPING_GENES","53/695","399/21728",1.25343005926752e-18,1.27682742037385e-16,8.13923238485765e-17,"7431/7175/1117/334/6175/4792/3646/2091/6164/975/4256/3925/6230/6185/6144/4502/23164/967/3178/10956/10541/6194/5292/7009/6202/6233/6189/2040/6130/1915/516/8878/23385/824/1345/6157/567/3921/6201/6124/11065/2517/6165/10134/8519/3916/6228/4673/9045/6136/6170/6222/4082",53
"WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN","WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN","WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN","51/695","371/21728",1.29664001741802e-18,1.29212996518352e-16,8.23677960721376e-17,"5982/6515/9319/4171/23594/6319/7078/5427/4605/28231/7046/10635/1718/6513/55157/3925/11130/2181/51659/6533/5983/10592/79075/4609/5292/6941/408/57082/10733/83540/890/79682/5163/64946/29028/127281/4061/57650/4085/9232/4176/55872/699/2194/6241/1717/1163/8329/3304/3303/7124",51
"WINNEPENNINCKX_MELANOMA_METASTASIS_UP","WINNEPENNINCKX_MELANOMA_METASTASIS_UP","WINNEPENNINCKX_MELANOMA_METASTASIS_UP","34/695","162/21728",1.53114749818192e-18,1.49335747482254e-16,9.51951949597541e-17,"54443/259266/10403/6790/332/1033/7468/1058/4751/8727/23397/11130/9787/10606/51659/7153/891/55143/10592/79075/3832/55165/11004/83540/5352/29028/9133/29127/9232/699/983/6241/1163/55010",34
"COLINA_TARGETS_OF_4EBP1_AND_4EBP2","COLINA_TARGETS_OF_4EBP1_AND_4EBP2","COLINA_TARGETS_OF_4EBP1_AND_4EBP2","50/695","359/21728",1.62978189618189e-18,1.55644171085371e-16,9.92165470131785e-17,"7035/54443/10460/3459/3074/8839/6558/3161/10403/22974/332/994/2717/10135/7272/10112/991/4751/64747/84263/6385/9787/7153/891/8553/5025/9700/7057/10161/9123/5211/11004/481/83540/890/3698/5352/64946/4061/29127/51246/4982/567/5347/81620/55872/9212/2517/4311/2878",50
"CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN","CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN","CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN","27/695","97/21728",2.34698577286156e-18,2.19562913934641e-16,1.39962030192561e-16,"4171/6790/22974/3912/1033/4792/975/10635/1058/991/3925/9787/891/10024/1062/11004/890/4288/9133/9401/9232/4176/983/1163/11065/9212/9824",27
"ZHAN_MULTIPLE_MYELOMA_PR_UP","ZHAN_MULTIPLE_MYELOMA_PR_UP","ZHAN_MULTIPLE_MYELOMA_PR_UP","20/695","46/21728",2.47028710063844e-18,2.26475921386532e-16,1.44368778765733e-16,"259266/55771/9319/6790/22974/332/7272/4751/9928/9787/7153/891/79075/55215/83540/9133/29127/983/6241/11065",20
"GOLDRATH_ANTIGEN_RESPONSE","GOLDRATH_ANTIGEN_RESPONSE","GOLDRATH_ANTIGEN_RESPONSE","50/695","366/21728",3.73070989933269e-18,3.35324983892962e-16,2.13755432003045e-16,"54443/10460/6515/259266/9319/6790/332/24137/4616/1033/5935/10635/7272/10112/4001/1058/2274/991/3925/4751/23397/9787/6451/7153/891/8553/55143/9445/5292/6941/3832/79180/10733/11004/890/4288/9133/29127/824/57650/3148/4085/5347/699/983/6241/1163/9212/128239/9516",50
"CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP","CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP","CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP","56/695","454/21728",4.06675365272349e-18,3.58499975847778e-16,2.28528504857498e-16,"1534/9066/5652/11320/537/3993/27092/4680/23002/51599/2625/9144/7466/7164/5618/80303/10103/55686/4602/57580/57153/54795/222/85004/26298/11226/7009/2064/79932/1382/57530/8416/8991/6279/6768/7108/341640/150696/11094/55450/5364/2203/123036/6692/79837/10653/1501/118430/285489/100128927/22928/613/1364/64218/780/100506492",56
